order_number,material,material_description,scheduled_start,scheduled_finish,target_quantity,confirmed_quantity,customer,priority,is_released,is_australia,system_status,user_status,picked,ready_for_production,production_state,scheduling_pool,bench_work_centres,bench_operations,bench_remaining_minutes,bench_operation_count
200234550241,EP3115-000,BAH-038081619,03.08.2026,03.08.2026,150,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,200,1
200234550243,EP3117-000,BAH-038081621,03.08.2026,04.08.2026,800,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,1066,1
200234550245,EB9988-000,BAH-038080997,07.08.2026,07.08.2026,30,0,SSE Stock Ltd,3,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0010 → 0025,126,2
200234550252,EB9985-000,BAH-038080994,10.08.2026,10.08.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,362,1
200234550253,EB9980-000,BAH-038080989,10.08.2026,10.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0010 → 0025,124,2
200234550254,ED0013-000,BAH-038081020,10.08.2026,10.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0010 → 0025,124,2
200234550256,EB9988-000,BAH-038080997,13.08.2026,13.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0010 → 0025,126,2
200234550334,EN1417-000,BAH-038081558,10.08.2026,11.08.2026,300,0,Northern Powergrid,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1235,2
200234550335,EN1422-000,BAH-038081563,13.08.2026,14.08.2026,200,0,Northern Powergrid,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234550576,EB9980-000,BAH-038080989,14.08.2026,14.08.2026,2,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0010 → 0025,8,2
200234550700,EB9985-000,BAH-038080994,14.08.2026,14.08.2026,80,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,289,1
200234550703,EN1415-000,BAH-038081556,20.08.2026,20.08.2026,100,0,Northern Powergrid,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234555445,D41410-005,CSJA-24C/1XU-1XU-M1,24.09.2026,28.09.2026,300,0,IFK Gesellschaft Mbh,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,1034,1
200234555450,CS4124-000,CSJ-BUILDUP-CATJ-GB01,31.07.2026,31.07.2026,5,0,Cable Services Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,86,1
200234555539,CR0675-000,CATJ-12C/3XU-3SB-GB01,26.08.2026,26.08.2026,5,0,Cable Services Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,141,1
200234555552,ER6985-000,CSJA-ENDSEAL-KIT-C-NL01,19.08.2026,19.08.2026,19,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,152,1
200234555554,ER6986-000,CSJA-ENDSEAL-KIT-E-NL01,19.08.2026,19.08.2026,80,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,188,1
200234555662,ER8811-000,CSJA-24B2/1XU-1XU-PT01,30.09.2026,30.09.2026,40,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,206,1
200234555665,EN3046-000,CSJA-24E/1XU-1XU-DE01,07.10.2026,08.10.2026,200,0,Westnetz GmbH,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,720,1
200234555666,EN2828-000,CSJA-24C/1XU-1XU-DE02,16.09.2026,16.09.2026,12,0,Prego Services GmbH,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,128,1
200234555670,EN6738-000,CSJH-24C/3XU-3XU-M1-SE01,04.09.2026,07.09.2026,1,0,Kesko AB,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,93,1
200234555856,EP3118-000,BAH-038081622,11.08.2026,11.08.2026,80,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,107,1
200234555860,CJ7360-005,CSJA-24B/1XU-1XU-M,06.08.2026,06.08.2026,24,0,Prego Services GmbH,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,152,1
200234555938,EK6893-000,CSJA-12C/1XU-1XU-M-DE02,16.09.2026,16.09.2026,25,0,Sommer GmbH,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,160,1
200234555939,EK6893-000,CSJA-12C/1XU-1XU-M-DE02,24.11.2026,24.11.2026,25,0,Sommer GmbH,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,160,1
200234555941,ES7516-000,CSJH-12B/1XU-1XU-GB02,27.11.2026,27.11.2026,30,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,159,1
200234555951,CR0677-000,CSJT-12C/1XU-3XU-GB01,07.08.2026,07.08.2026,3,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,89,1
200234555954,EN6738-000,CSJH-24C/3XU-3XU-M1-SE01,04.09.2026,04.09.2026,2,0,Kesko AB,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,97,1
200234556297,EN6737-000,CSJH-24B/3XU-3XU-M-SE02,26.08.2026,26.08.2026,2,0,Kesko AB,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,97,1
200234556300,CR0677-000,CSJT-12C/1XU-3XU-GB01,18.11.2026,18.11.2026,20,0,SP Power Systems Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,157,1
200234556425,ER3081-000,BAH-038081693,10.08.2026,12.08.2026,500,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234556429,EE7505-000,BAH-038081414,12.08.2026,13.08.2026,200,0,SP Power Systems Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,724,1
200234556791,EP3115-000,BAH-038081619,10.08.2026,10.08.2026,150,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,200,1
200234556792,EP3118-000,BAH-038081622,11.08.2026,11.08.2026,80,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,107,1
200234556793,EN1411-000,BAH-038081552,24.08.2026,25.08.2026,200,0,Northern Powergrid,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234557004,EN1411-000,BAH-038081552,22.09.2026,23.09.2026,200,0,Northern Powergrid,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234557007,EN1408-000,BAH-038081549,22.09.2026,23.09.2026,300,0,Northern Powergrid,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1235,2
200234557314,EB9985-000,BAH-038080994,07.08.2026,07.08.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,362,1
200234557380,EB9970-000,BAH-038080979,11.08.2026,11.08.2026,80,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,289,1
200234557382,EB9970-000,BAH-038080979,02.09.2026,02.09.2026,80,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,289,1
200234557384,EB9985-000,BAH-038080994,03.09.2026,03.09.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,362,1
200234558308,EF1234-000,BAH-038081489,17.08.2026,17.08.2026,200,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,487,1
200234558464,891265-000,SMOE-62754,10.09.2026,11.09.2026,100,0,Northern Powergrid,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,575,1
200234558474,EP6008-000,SMOE-64730,17.09.2026,17.09.2026,70,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,353,1
200234558657,EP6153-000,SMOE-64728,17.09.2026,17.09.2026,50,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,148,1
200234558660,799501-000,SHSS-12A-IND,17.08.2026,17.08.2026,5,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,80,1
200234558662,EF1234-000,BAH-038081489,17.08.2026,17.08.2026,11,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,122,1
200234558669,204099-000,SMOE-62585,06.08.2026,06.08.2026,50,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,334,1
200234565272,EN9716-000,CSJR-24D/1XU-1XU-TH03,10.09.2026,10.09.2026,75,0,Tyco Electronics Singapore Pte Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,388,1
200234566929,EP7612-000,EPPA-064-60-IE01,29.07.2026,29.07.2026,50,0,ESB,5,yes,no,REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*,COMP PREP,yes,yes,READY,CSKI_MVKI,MVKI-1,0005,68,1
200234567164,154225-000,SMOE-62707,06.08.2026,06.08.2026,23,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,109,1
200234567168,154225-000,SMOE-62707,04.09.2026,04.09.2026,17,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,96,1
200234567171,154225-000,SMOE-62707,04.09.2026,04.09.2026,20,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,103,1
200234567297,195443-000,SMOE-62705,04.09.2026,04.09.2026,20,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,94,1
200234567298,EF1234-000,BAH-038081489,04.08.2026,04.08.2026,100,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,294,1
200234567656,ER3076-000,BAH-038081688,12.08.2026,12.08.2026,100,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234567878,ER3079-000,BAH-038081691,12.08.2026,12.08.2026,100,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234567884,EN1424-000,BAH-038081565,07.08.2026,07.08.2026,5,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,21,2
200234567886,EN1416-000,BAH-038081557,14.08.2026,14.08.2026,5,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,21,2
200234567893,ER3078-000,BAH-038081690,04.09.2026,04.09.2026,11,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,46,2
200234567894,ER3079-000,BAH-038081691,04.09.2026,04.09.2026,12,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,49,2
200234567895,ER3075-000,BAH-038081687,04.09.2026,04.09.2026,14,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,58,2
200234567997,ER3076-000,BAH-038081688,04.09.2026,04.09.2026,19,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,78,2
200234568168,172599-000,SMOE-62546,29.07.2026,29.07.2026,2,0,SSE Stock Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*,COMP PREP,yes,yes,READY,CSKI_MVKI,MVKI-1,0005,148,1
200234568169,172599-000,SMOE-62546,24.08.2026,24.08.2026,25,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,274,1
200234568172,172599-000,SMOE-62546,23.09.2026,23.09.2026,18,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,236,1
200234568585,ER0253-000,BAH-028000868,02.10.2026,02.10.2026,75,0,TE Connectivity Australia Pty Ltd,5,no,yes,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,80,1
200234568588,ER0253-000,BAH-028000868,09.10.2026,09.10.2026,91,0,TE Connectivity Australia Pty Ltd,5,no,yes,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,98,1
200234568589,ER0253-000,BAH-028000868,06.11.2026,06.11.2026,57,0,TE Connectivity Australia Pty Ltd,5,no,yes,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,61,1
200234576762,EB9999-000,BAH-038081008,30.07.2026,30.07.2026,28,0,SSE Stock Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,113,2
200234576763,EB9999-000,BAH-038081008,13.08.2026,13.08.2026,28,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,113,2
200234576764,EP3147-000,BAH-038081651,27.08.2026,27.08.2026,4,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,13,2
200234576767,EP3144-000,BAH-038081648,27.08.2026,27.08.2026,6,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,19,2
200234576768,EP3147-000,BAH-038081651,27.08.2026,27.08.2026,8,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,26,2
200234576771,A96941-000,BAH-028000481,07.08.2026,07.08.2026,8,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,11,1
200234576774,EB9995-000,BAH-038081004,14.08.2026,14.08.2026,3,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,8,2
200234576775,D24151-000,BAH-028000475,31.07.2026,31.07.2026,19,0,Wolseley UK Limited,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,19,1
200234576841,EE7750-000,BAH-028000742,27.08.2026,27.08.2026,12,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,11,1
200234576844,EE7493-000,BAH-038081426,14.08.2026,14.08.2026,17,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,62,2
200234576849,308845-000,EXRM-1009-16,24.09.2026,24.09.2026,41,0,Tyco Electronics (Kunshan) Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,29,1
200234576852,308845-000,EXRM-1009-16,22.10.2026,22.10.2026,70,0,Tyco Electronics (Kunshan) Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,49,1
200234577881,EE4898-000,BAH-038081250,21.08.2026,21.08.2026,10,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,23,2
200234577891,EP3147-000,BAH-038081651,03.08.2026,03.08.2026,40,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,128,2
200234582854,EK8957-000,SMOE-64558,29.07.2026,29.07.2026,3,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ GMPS MACM RESA*,COMP PREP,yes,yes,READY,CSKI_MVKI,MVKI-1,0010,234,1
200234583092,629939N001,EXRM-1009-43,04.08.2026,04.08.2026,1,0,Tyco Electronics UK Limited,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,1,1
200234583314,EL6641-000,SMOE-64596,24.09.2026,24.09.2026,2,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,57,1
200234583316,EL6641-000,SMOE-64596,09.12.2026,09.12.2026,1,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,54,1
200234583340,EB9990-000,BAH-038080999,13.08.2026,13.08.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,271,2
200234583341,ED0001-000,BAH-038081009,13.08.2026,13.08.2026,28,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,91,2
200234583345,ED0001-000,BAH-038081009,06.08.2026,06.08.2026,70,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,226,2
200234583346,ED0001-000,BAH-038081009,26.08.2026,26.08.2026,42,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,136,2
200234583350,ED0005-000,BAH-038081013,06.08.2026,06.08.2026,14,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,31,2
200234583354,ED0003-000,BAH-038081011,13.08.2026,13.08.2026,14,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,49,2
200234583417,EB9972-000,BAH-038080981,06.08.2026,06.08.2026,36,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,136,2
200234583420,EB9968-000,BAH-038080977,06.08.2026,06.08.2026,20,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,87,2
200234583422,ED0002-000,BAH-038081010,13.08.2026,13.08.2026,16,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,87,2
200234583425,D42206-000,BAH-028000474,14.08.2026,14.08.2026,14,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,11,1
200234583427,D17565-000,BAH-028000478,14.08.2026,14.08.2026,11,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,10,1
200234583430,EB9987-000,BAH-038080996,06.08.2026,06.08.2026,16,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,69,2
200234583431,EB9968-000,BAH-038080977,13.08.2026,13.08.2026,20,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,87,2
200234583434,ED0003-000,BAH-038081011,13.08.2026,13.08.2026,14,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,49,2
200234583469,E25698-000,SMOE-63413,30.09.2026,30.09.2026,2,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,186,1
200234583500,EB9997-000,BAH-038081006,06.08.2026,06.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,72,2
200234583505,EB9997-000,BAH-038081006,20.08.2026,20.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,72,2
200234583510,ED0008-000,BAH-038081016,05.08.2026,05.08.2026,60,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,310,2
200234583538,EF0733-000,BAH-038081483,05.08.2026,05.08.2026,90,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020,203,2
200234585691,ES2308-000,CSJH-36D/1XU-1XU-GB02,07.09.2026,07.09.2026,9,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,113,1
200234585830,ER6976-000,CSJA-24C/1XU-1XU-NL01,09.09.2026,09.09.2026,80,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,456,1
200234585831,ES2308-000,CSJH-36D/1XU-1XU-GB02,18.09.2026,18.09.2026,9,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,113,1
200234585832,ES2308-000,CSJH-36D/1XU-1XU-GB02,08.09.2026,08.09.2026,14,0,Cable Services Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,128,1
200234585979,ER6371-000,CSJH-24E/1XU-3XU-M5-NL01,21.10.2026,21.10.2026,20,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,261,1
